Date,Index,Price
2015-09-03,958,227.182999
2015-09-04,959,230.298004
2015-09-07,960,239.847
2015-09-08,961,243.606995
2015-09-09,962,238.167999
2015-09-10,963,238.477005
2015-09-11,964,240.106995
2015-09-14,965,230.643997
2015-09-15,966,230.304001
2015-09-16,967,229.091003
2015-09-17,968,229.809998
2015-09-18,969,232.975006
2015-09-21,970,227.085007
2015-09-22,971,230.617996
2015-09-23,972,230.283005
2015-09-24,973,234.529007
2015-09-25,974,235.143997
2015-09-28,975,239.141998
2015-09-29,976,236.686996
2015-09-30,977,236.059998
2015-10-01,978,237.548996
2015-10-02,979,237.292999
2015-10-05,980,240.382996
2015-10-06,981,246.063004
2015-10-07,982,242.968994
2015-10-08,983,242.304001
2015-10-09,984,243.931
2015-10-12,985,245.307999
2015-10-13,986,249.507996
2015-10-14,987,251.988998
2015-10-15,988,254.320007
2015-10-16,989,262.868988
2015-10-19,990,263.437012
2015-10-20,991,269.463013
2015-10-21,992,266.272003
2015-10-22,993,274.02301
2015-10-23,994,276.496002
2015-10-26,995,285.299988
2015-10-27,996,293.787994
2015-10-28,997,304.618011
2015-10-29,998,313.855011
2015-10-30,999,328.015015
2015-11-02,1000,361.188995
2015-11-03,1001,403.416992
2015-11-04,1002,411.562988
2015-11-05,1003,386.354004
2015-11-06,1004,374.470001
2015-11-09,1005,380.256989
2015-11-10,1006,336.819
2015-11-11,1007,311.084015
2015-11-12,1008,338.152008
2015-11-13,1009,336.752991
2015-11-16,1010,330.751007
2015-11-17,1011,335.093994
2015-11-18,1012,334.589996
2015-11-19,1013,326.148987
2015-11-20,1014,322.022003
2015-11-23,1015,323.04599
2015-11-24,1016,320.04599
2015-11-25,1017,328.205994
2015-11-26,1018,352.68399
2015-11-27,1019,358.041992
2015-11-30,1020,377.321014
2015-12-01,1021,362.488007
2015-12-02,1022,359.187012
2015-12-03,1023,361.04599
2015-12-04,1024,363.183014
2015-12-07,1025,395.536011
2015-12-08,1026,415.562988
2015-12-09,1027,417.562988
2015-12-10,1028,415.479004
2015-12-11,1029,451.937988
2015-12-14,1030,444.182007
2015-12-15,1031,465.321014
2015-12-16,1032,454.93399
2015-12-17,1033,456.078003
2015-12-18,1034,463.615997
2015-12-21,1035,438.639008
2015-12-22,1036,436.571991
2015-12-23,1037,442.401001
2015-12-24,1038,454.984985
2015-12-25,1039,455.653015
2015-12-28,1040,422.278992
2015-12-29,1041,432.983002
2015-12-30,1042,426.619995
2015-12-31,1043,430.566986
2016-01-01,1044,434.334015
2016-01-04,1045,433.091003
2016-01-05,1046,431.959991
2016-01-06,1047,429.105011
2016-01-07,1048,458.048004
2016-01-08,1049,453.230011
2016-01-11,1050,448.428009
2016-01-12,1051,435.690002
2016-01-13,1052,432.371002
2016-01-14,1053,430.306
2016-01-15,1054,364.330994
2016-01-18,1055,387.167999
2016-01-19,1056,380.148987
2016-01-20,1057,420.230011
2016-01-21,1058,410.261993
2016-01-22,1059,382.492004
2016-01-25,1060,391.726013
2016-01-26,1061,392.153015
2016-01-27,1062,394.971985
2016-01-28,1063,380.289001
2016-01-29,1064,379.473999
2016-02-01,1065,373.056
2016-02-02,1066,374.447998
2016-02-03,1067,369.949005
2016-02-04,1068,389.593994
2016-02-05,1069,386.549011
2016-02-08,1070,373.446991
2016-02-09,1071,376.028992
2016-02-10,1072,381.648987
2016-02-11,1073,379.653992
2016-02-12,1074,384.263
2016-02-15,1075,400.184998
2016-02-16,1076,407.488007
2016-02-17,1077,416.321991
2016-02-18,1078,422.372986
2016-02-19,1079,420.785004
2016-02-22,1080,437.747986
2016-02-23,1081,420.735992
2016-02-24,1082,424.954987
2016-02-25,1083,424.544006
2016-02-26,1084,432.152008
2016-02-29,1085,437.696991
2016-03-01,1086,435.122986
2016-03-02,1087,423.989014
2016-03-03,1088,421.651001
2016-03-04,1089,410.938995
2016-03-07,1090,414.321014
2016-03-08,1091,413.971985
2016-03-09,1092,414.859985
2016-03-10,1093,417.131012
2016-03-11,1094,421.690002
2016-03-14,1095,416.437988
2016-03-15,1096,416.829987
2016-03-16,1097,417.010986
2016-03-17,1098,420.621002
2016-03-18,1099,409.548004
2016-03-21,1100,413.307007
2016-03-22,1101,418.088989
2016-03-23,1102,418.040985
2016-03-24,1103,416.394012
2016-03-25,1104,417.177002
2016-03-28,1105,424.230988
2016-03-29,1106,416.515991
2016-03-30,1107,414.81601
2016-03-31,1108,416.729004
2016-04-01,1109,417.959991
2016-04-04,1110,421.444
2016-04-05,1111,424.029999
2016-04-06,1112,423.412994
2016-04-07,1113,422.744995
2016-04-08,1114,420.348999
2016-04-11,1115,422.483002
2016-04-12,1116,425.190002
2016-04-13,1117,423.734009
2016-04-14,1118,424.282013
2016-04-15,1119,429.713013
2016-04-18,1120,428.591003
2016-04-19,1121,435.509003
2016-04-20,1122,441.389008
2016-04-21,1123,449.424988
2016-04-22,1124,445.737
2016-04-25,1125,461.425995
2016-04-26,1126,466.088989
2016-04-27,1127,444.687012
2016-04-28,1128,449.010986
2016-04-29,1129,455.096985
2016-05-02,1130,444.669006
2016-05-03,1131,450.303986
2016-05-04,1132,446.721985
2016-05-05,1133,447.976013
2016-05-06,1134,459.602997
2016-05-09,1135,460.483002
2016-05-10,1136,450.894989
2016-05-11,1137,452.727997
2016-05-12,1138,454.765991
2016-05-13,1139,455.670013
2016-05-16,1140,454.162994
2016-05-17,1141,453.78299
2016-05-18,1142,454.618988
2016-05-19,1143,438.714996
2016-05-20,1144,442.675995
2016-05-23,1145,444.154999
2016-05-24,1146,445.980988
2016-05-25,1147,449.598999
2016-05-26,1148,453.384003
2016-05-27,1149,473.463989
2016-05-30,1150,533.864014
2016-05-31,1151,531.385986
2016-06-01,1152,536.919983
2016-06-02,1153,537.971985
2016-06-03,1154,569.19397
2016-06-06,1155,585.536987
2016-06-07,1156,576.596985
2016-06-08,1157,581.64502
2016-06-09,1158,574.630005
2016-06-10,1159,577.469971
2016-06-13,1160,704.375977
2016-06-14,1161,685.559021
2016-06-15,1162,694.468994
2016-06-16,1163,766.307983
2016-06-17,1164,748.908997
2016-06-20,1165,737.226013
2016-06-21,1166,666.651978
2016-06-22,1167,596.116028
2016-06-23,1168,623.97699
2016-06-24,1169,665.299011
2016-06-27,1170,655.275024
2016-06-28,1171,647.000977
2016-06-29,1172,639.890015
2016-06-30,1173,673.336975
2016-07-01,1174,676.296021
2016-07-04,1175,683.661987
2016-07-05,1176,670.627014
2016-07-06,1177,677.330994
2016-07-07,1178,640.562012
2016-07-08,1179,666.52301
2016-07-11,1180,647.658997
2016-07-12,1181,664.551025
2016-07-13,1182,654.468018
2016-07-14,1183,658.078003
2016-07-15,1184,663.255005
2016-07-18,1185,673.106018
2016-07-19,1186,672.864014
2016-07-20,1187,665.684998
2016-07-21,1188,665.012024
2016-07-22,1189,650.619019
2016-07-25,1190,654.096985
2016-07-26,1191,651.783997
2016-07-27,1192,654.35199
2016-07-28,1193,655.034973
2016-07-29,1194,656.992004
2016-08-01,1195,606.271973
2016-08-02,1196,547.465027
2016-08-03,1197,566.35498
2016-08-04,1198,578.289001
2016-08-05,1199,575.04303
2016-08-08,1200,591.054016
2016-08-09,1201,587.801025
2016-08-10,1202,592.103027
2016-08-11,1203,589.119995
2016-08-12,1204,587.559021
2016-08-15,1205,567.23999
2016-08-16,1206,577.439026
2016-08-17,1207,573.216003
2016-08-18,1208,574.317993
2016-08-19,1209,575.630005
2016-08-22,1210,586.752991
2016-08-23,1211,583.414978
2016-08-24,1212,580.182007
2016-08-25,1213,577.760986
2016-08-26,1214,579.651001
2016-08-29,1215,574.106995
2016-08-30,1216,577.502991
2016-08-31,1217,575.471985
2016-09-01,1218,572.302979
2016-09-02,1219,575.536987
2016-09-05,1220,606.590027
2016-09-06,1221,610.435974
2016-09-07,1222,614.544006
2016-09-08,1223,626.315979
2016-09-09,1224,622.861023
2016-09-12,1225,608.242981
2016-09-13,1226,609.241028
2016-09-14,1227,610.684021
2016-09-15,1228,607.155029
2016-09-16,1229,606.973022
2016-09-19,1230,609.22699
2016-09-20,1231,608.312012
2016-09-21,1232,597.148987
2016-09-22,1233,596.297974
2016-09-23,1234,602.84198
2016-09-26,1235,608.04303
2016-09-27,1236,606.166016
2016-09-28,1237,604.728027
2016-09-29,1238,605.692993
2016-09-30,1239,609.734985
2016-10-03,1240,612.132996
2016-10-04,1241,610.203979
2016-10-05,1242,612.510986
2016-10-06,1243,613.020996
2016-10-07,1244,617.120972
2016-10-10,1245,618.994019
2016-10-11,1246,641.072021
2016-10-12,1247,636.192017
2016-10-13,1248,636.786011
2016-10-14,1249,640.377991
2016-10-17,1250,639.192993
2016-10-18,1251,637.960022
2016-10-19,1252,630.52002
2016-10-20,1253,630.856995
2016-10-21,1254,632.828003
2016-10-24,1255,653.760986
2016-10-25,1256,657.588013
2016-10-26,1257,678.304016
2016-10-27,1258,688.312988
2016-10-28,1259,689.651001
2016-10-31,1260,700.971985
2016-11-01,1261,729.79303
2016-11-02,1262,740.828979
2016-11-03,1263,688.700012
2016-11-04,1264,703.234985
2016-11-07,1265,703.130981
2016-11-08,1266,709.848022
2016-11-09,1267,723.27301
2016-11-10,1268,715.533997
2016-11-11,1269,716.411011
2016-11-14,1270,705.020996
2016-11-15,1271,711.619019
2016-11-16,1272,744.197998
2016-11-17,1273,740.97699
2016-11-18,1274,751.585022
2016-11-21,1275,739.247986
2016-11-22,1276,751.346985
2016-11-23,1277,744.593994
2016-11-24,1278,740.289001
2016-11-25,1279,741.648987
2016-11-28,1280,735.812988
2016-11-29,1281,735.604004
2016-11-30,1282,745.690979
2016-12-01,1283,756.773987
2016-12-02,1284,777.94397
2016-12-05,1285,758.700012
2016-12-06,1286,764.223999
2016-12-07,1287,768.132019
2016-12-08,1288,770.809998
2016-12-09,1289,772.794006
2016-12-12,1290,780.086975
2016-12-13,1291,780.55603
2016-12-14,1292,781.481018
2016-12-15,1293,778.088013
2016-12-16,1294,784.906982
2016-12-19,1295,792.713989
2016-12-20,1296,800.875977
2016-12-21,1297,834.281006
2016-12-22,1298,864.539978
2016-12-23,1299,921.984009
2016-12-26,1300,907.609985
2016-12-27,1301,933.197998
2016-12-28,1302,975.921021
2016-12-29,1303,973.497009
2016-12-30,1304,961.237976
2017-01-02,1305,1021.75
2017-01-03,1306,1043.839966
2017-01-04,1307,1154.72998
2017-01-05,1308,1013.380005
2017-01-06,1309,902.200989
2017-01-09,1310,902.828003
2017-01-10,1311,907.679016
2017-01-11,1312,777.757019
2017-01-12,1313,804.833984
2017-01-13,1314,823.984009
2017-01-16,1315,831.533997
2017-01-17,1316,907.937988
2017-01-18,1317,886.617981
2017-01-19,1318,899.072998
2017-01-20,1319,895.026001
2017-01-23,1320,921.012024
2017-01-24,1321,892.687012
2017-01-25,1322,901.541992
2017-01-26,1323,917.585999
2017-01-27,1324,919.75
2017-01-30,1325,920.382019
2017-01-31,1326,970.403015
2017-02-01,1327,989.02301
2017-02-02,1328,1011.799988
2017-02-03,1329,1029.910034
2017-02-06,1330,1038.150024
2017-02-07,1331,1061.349976
2017-02-08,1332,1063.069946
2017-02-09,1333,994.382996
2017-02-10,1334,988.674011
2017-02-13,1335,990.642029
2017-02-14,1336,1004.549988
2017-02-15,1337,1007.47998
2017-02-16,1338,1027.439941
2017-02-17,1339,1046.209961
2017-02-20,1340,1079.97998
2017-02-21,1341,1115.300049
2017-02-22,1342,1117.439941
2017-02-23,1343,1166.719971
2017-02-24,1344,1173.680054
2017-02-27,1345,1179.969971
2017-02-28,1346,1179.969971
2017-03-01,1347,1222.5
2017-03-02,1348,1251.01001
2017-03-03,1349,1274.98999
2017-03-06,1350,1272.829956
2017-03-07,1351,1223.540039
2017-03-08,1352,1150.0
2017-03-09,1353,1188.48999
2017-03-10,1354,1116.719971
2017-03-13,1355,1231.920044
2017-03-14,1356,1240.0
2017-03-15,1357,1249.609985
2017-03-16,1358,1187.810059
2017-03-17,1359,1100.22998
2017-03-20,1360,1054.22998
2017-03-21,1361,1120.540039
2017-03-22,1362,1049.140015
2017-03-23,1363,1038.589966
2017-03-24,1364,937.52002
2017-03-27,1365,1045.77002
2017-03-28,1366,1047.150024
2017-03-29,1367,1039.969971
2017-03-30,1368,1026.430054
2017-03-31,1369,1071.790039
2017-04-03,1370,1143.810059
2017-04-04,1371,1133.25
2017-04-05,1372,1124.780029
2017-04-06,1373,1182.680054
2017-04-07,1374,1176.900024
2017-04-10,1375,1187.130005
2017-04-11,1376,1205.01001
2017-04-12,1377,1200.369995
2017-04-13,1378,1169.280029
2017-04-14,1379,1167.540039
2017-04-17,1380,1193.910034
2017-04-18,1381,1211.670044
2017-04-19,1382,1210.290039
2017-04-20,1383,1229.079956
2017-04-21,1384,1222.050049
2017-04-24,1385,1250.150024
2017-04-25,1386,1265.48999
2017-04-26,1387,1281.079956
2017-04-27,1388,1317.72998
2017-04-28,1389,1316.47998
2017-05-01,1390,1421.599976
2017-05-02,1391,1452.819946
2017-05-03,1392,1490.089966
2017-05-04,1393,1537.670044
2017-05-05,1394,1555.449951
2017-05-08,1395,1723.349976
2017-05-09,1396,1755.359985
2017-05-10,1397,1787.130005
2017-05-11,1398,1848.569946
2017-05-12,1399,1724.23999
2017-05-15,1400,1738.430054
2017-05-16,1401,1734.449951
2017-05-17,1402,1839.089966
2017-05-18,1403,1888.650024
2017-05-19,1404,1987.709961
2017-05-22,1405,2173.399902
2017-05-23,1406,2320.419922
2017-05-24,1407,2443.639893
2017-05-25,1408,2304.97998
2017-05-26,1409,2202.419922
2017-05-29,1410,2255.610107
2017-05-30,1411,2175.469971
2017-05-31,1412,2286.409912
2017-06-01,1413,2407.879883
2017-06-02,1414,2488.550049
2017-06-05,1415,2686.810059
2017-06-06,1416,2863.199951
2017-06-07,1417,2732.159912
2017-06-08,1418,2805.620117
2017-06-09,1419,2823.810059
2017-06-12,1420,2659.629883
2017-06-13,1421,2717.02002
2017-06-14,1422,2506.370117
2017-06-15,1423,2464.580078
2017-06-16,1424,2518.560059
2017-06-19,1425,2589.600098
2017-06-20,1426,2721.790039
2017-06-21,1427,2689.100098
2017-06-22,1428,2705.409912
2017-06-23,1429,2744.909912
2017-06-26,1430,2478.449951
2017-06-27,1431,2552.449951
2017-06-28,1432,2574.790039
2017-06-29,1433,2539.320068
2017-06-30,1434,2480.840088
2017-07-03,1435,2564.060059
2017-07-04,1436,2601.639893
2017-07-05,1437,2601.98999
2017-07-06,1438,2608.560059
2017-07-07,1439,2518.659912
2017-07-10,1440,2372.560059
2017-07-11,1441,2337.790039
2017-07-12,1442,2398.840088
2017-07-13,1443,2357.899902
2017-07-14,1444,2233.340088
2017-07-17,1445,2228.409912
2017-07-18,1446,2318.879883
2017-07-19,1447,2273.429932
2017-07-20,1448,2817.600098
2017-07-21,1449,2667.76001
2017-07-24,1450,2754.860107
2017-07-25,1451,2576.47998
2017-07-26,1452,2529.449951
2017-07-27,1453,2671.780029
2017-07-28,1454,2809.01001
2017-07-31,1455,2875.340088
2017-08-01,1456,2718.26001
2017-08-02,1457,2710.669922
2017-08-03,1458,2804.72998
2017-08-04,1459,2895.889893
2017-08-07,1460,3378.939941
2017-08-08,1461,3419.939941
2017-08-09,1462,3342.469971
2017-08-10,1463,3381.280029
2017-08-11,1464,3650.620117
2017-08-14,1465,4325.129883
2017-08-15,1466,4181.930176
2017-08-16,1467,4376.629883
2017-08-17,1468,4331.689941
2017-08-18,1469,4160.620117
2017-08-21,1470,4001.73999
2017-08-22,1471,4100.52002
2017-08-23,1472,4151.52002
2017-08-24,1473,4334.680176
2017-08-25,1474,4371.600098
2017-08-28,1475,4382.660156
2017-08-29,1476,4579.02002
2017-08-30,1477,4565.299805
2017-08-31,1478,4703.390137
2017-09-01,1479,4892.009766
2017-09-04,1480,4236.310059
2017-09-05,1481,4376.529785
2017-09-06,1482,4597.120117
2017-09-07,1483,4599.879883
2017-09-08,1484,4228.75
2017-09-11,1485,4161.27002
2017-09-12,1486,4130.810059
2017-09-13,1487,3882.590088
2017-09-14,1488,3154.949951
2017-09-15,1489,3637.52002
2017-09-18,1490,4065.199951
2017-09-19,1491,3924.969971
2017-09-20,1492,3905.949951
2017-09-21,1493,3631.040039
2017-09-22,1494,3630.699951
2017-09-25,1495,3926.070068
2017-09-26,1496,3892.350098
2017-09-27,1497,4200.669922
2017-09-28,1498,4174.72998
2017-09-29,1499,4163.069824
2017-10-02,1500,4409.319824
2017-10-03,1501,4317.47998
2017-10-04,1502,4229.359863
2017-10-05,1503,4328.410156
2017-10-06,1504,4370.810059
2017-10-09,1505,4772.02002
2017-10-10,1506,4781.990234
2017-10-11,1507,4826.47998
2017-10-12,1508,5446.910156
2017-10-13,1509,5647.209961
2017-10-16,1510,5725.589844
2017-10-17,1511,5605.509766
2017-10-18,1512,5590.689941
2017-10-19,1513,5708.52002
2017-10-20,1514,6011.450195
2017-10-23,1515,5930.319824
2017-10-24,1516,5526.640137
2017-10-25,1517,5750.799805
2017-10-26,1518,5904.830078
2017-10-27,1519,5780.899902
2017-10-30,1520,6130.529785
2017-10-31,1521,6468.399902
2017-11-01,1522,6767.310059
2017-11-02,1523,7078.5
2017-11-03,1524,7207.759766
2017-11-06,1525,7022.759766
2017-11-07,1526,7144.379883
2017-11-08,1527,7459.689941
2017-11-09,1528,7143.580078
2017-11-10,1529,6618.140137
2017-11-13,1530,6559.490234
2017-11-14,1531,6635.75
2017-11-15,1532,7315.540039
2017-11-16,1533,7871.689941
2017-11-17,1534,7708.990234
2017-11-20,1535,8200.639648
2017-11-21,1536,8071.259766
2017-11-22,1537,8253.549805
2017-11-23,1538,8038.77002
2017-11-24,1539,8253.69043
2017-11-27,1540,9818.349609
2017-11-28,1541,10058.799805
2017-11-29,1542,9888.610352
2017-11-30,1543,10233.599609
2017-12-01,1544,10975.599609
2017-12-04,1545,11657.200195
2017-12-05,1546,11916.700195
2017-12-06,1547,14291.5
2017-12-07,1548,17899.699219
2017-12-08,1549,16569.400391
2017-12-11,1550,16936.800781
2017-12-12,1551,17415.400391
2017-12-13,1552,16408.199219
2017-12-14,1553,16564.0
2017-12-15,1554,17706.900391
2017-12-18,1555,19114.199219
2017-12-19,1556,17776.699219
2017-12-20,1557,16624.599609
2017-12-21,1558,15802.900391
2017-12-22,1559,13831.799805
2017-12-25,1560,14026.599609
2017-12-26,1561,16099.799805
2017-12-27,1562,15838.5
2017-12-28,1563,14606.5
2017-12-29,1564,14656.200195
2018-01-01,1565,13657.200195
2018-01-02,1566,14982.099609
2018-01-03,1567,15201.0
2018-01-04,1568,15599.200195
2018-01-05,1569,17429.5
2018-01-08,1570,15170.099609
2018-01-09,1571,14595.400391
2018-01-10,1572,14973.299805
2018-01-11,1573,13405.799805
2018-01-12,1574,13980.599609
2018-01-15,1575,13819.799805
2018-01-16,1576,11490.5
2018-01-17,1577,11188.599609
2018-01-18,1578,11474.900391
2018-01-19,1579,11607.400391
2018-01-22,1580,10931.400391
2018-01-23,1581,10868.400391
2018-01-24,1582,11359.400391
2018-01-25,1583,11259.400391
2018-01-26,1584,11171.400391
2018-01-29,1585,11296.400391
2018-01-30,1586,10106.299805
2018-01-31,1587,10221.099609
2018-02-01,1588,9170.540039
2018-02-02,1589,8830.75
2018-02-05,1590,6955.27002
2018-02-06,1591,7754.0
2018-02-07,1592,7621.299805
2018-02-08,1593,8265.589844
2018-02-09,1594,8736.980469
2018-02-12,1595,8926.570313
2018-02-13,1596,8598.30957
2018-02-14,1597,9494.629883
2018-02-15,1598,10166.400391
2018-02-16,1599,10233.900391
2018-02-19,1600,11225.299805
2018-02-20,1601,11403.700195
2018-02-21,1602,10690.400391
2018-02-22,1603,10005.0
2018-02-23,1604,10301.099609
2018-02-26,1605,10366.700195
2018-02-27,1606,10725.599609
2018-02-28,1607,10397.900391
2018-03-01,1608,10951.0
2018-03-02,1609,11086.400391
2018-03-05,1610,11573.299805
2018-03-06,1611,10779.900391
2018-03-07,1612,9965.570313
2018-03-08,1613,9395.009766
2018-03-09,1614,9337.549805
2018-03-12,1615,9205.120117
2018-03-13,1616,9194.849609
2018-03-14,1617,8269.80957
2018-03-15,1618,8300.860352
2018-03-16,1619,8338.349609
2018-03-19,1620,8630.650391
2018-03-20,1621,8913.469727
2018-03-21,1622,8929.280273
2018-03-22,1623,8728.469727
2018-03-23,1624,8879.620117
2018-03-26,1625,8209.400391
2018-03-27,1626,7833.040039
2018-03-28,1627,7954.47998
2018-03-29,1628,7165.700195
2018-03-30,1629,6890.52002
2018-04-02,1630,7083.799805
2018-04-03,1631,7456.109863
2018-04-04,1632,6853.839844
2018-04-05,1633,6811.470215
2018-04-06,1634,6636.319824
2018-04-09,1635,6770.72998
2018-04-10,1636,6834.759766
2018-04-11,1637,6968.319824
2018-04-12,1638,7889.25
2018-04-13,1639,7895.959961
2018-04-16,1640,8058.669922
2018-04-17,1641,7902.089844
2018-04-18,1642,8163.419922
2018-04-19,1643,8294.30957
2018-04-20,1644,8845.830078
2018-04-23,1645,8930.879883
2018-04-24,1646,9697.5
2018-04-25,1647,8845.740234
2018-04-26,1648,9281.509766
2018-04-27,1649,8987.049805
2018-04-30,1650,9240.549805
2018-05-01,1651,9119.009766
2018-05-02,1652,9235.919922
2018-05-03,1653,9743.860352
2018-05-04,1654,9700.759766
2018-05-07,1655,9373.009766
2018-05-08,1656,9234.820313
2018-05-09,1657,9325.179688
2018-05-10,1658,9043.94043
2018-05-11,1659,8441.490234
2018-05-14,1660,8716.790039
2018-05-15,1661,8510.379883
2018-05-16,1662,8368.830078
2018-05-17,1663,8094.319824
2018-05-18,1664,8250.969727
2018-05-21,1665,8418.990234
2018-05-22,1666,8041.779785
2018-05-23,1667,7557.819824
2018-05-24,1668,7587.339844
2018-05-25,1669,7480.140137
2018-05-28,1670,7135.990234
2018-05-29,1671,7472.589844
2018-05-30,1672,7406.52002
2018-05-31,1673,7494.169922
2018-06-01,1674,7541.450195
2018-06-04,1675,7514.470215
2018-06-05,1676,7633.759766
2018-06-06,1677,7653.97998
2018-06-07,1678,7678.240234
2018-06-08,1679,7624.919922
2018-06-11,1680,6906.919922
2018-06-12,1681,6582.359863
2018-06-13,1682,6349.899902
2018-06-14,1683,6675.350098
2018-06-15,1684,6456.580078
2018-06-18,1685,6734.819824
2018-06-19,1686,6769.939941
2018-06-20,1687,6776.549805
2018-06-21,1688,6729.740234
2018-06-22,1689,6083.689941
2018-06-25,1690,6249.180176
2018-06-26,1691,6093.669922
2018-06-27,1692,6157.129883
2018-06-28,1693,5903.439941
2018-06-29,1694,6218.299805
2018-07-02,1695,6614.180176
2018-07-03,1696,6529.589844
2018-07-04,1697,6597.549805
2018-07-05,1698,6639.140137
2018-07-06,1699,6673.5
2018-07-09,1700,6741.75
2018-07-10,1701,6329.950195
2018-07-11,1702,6394.709961
2018-07-12,1703,6228.810059
2018-07-13,1704,6238.049805
2018-07-16,1705,6741.75
2018-07-17,1706,7321.040039
2018-07-18,1707,7370.779785
2018-07-19,1708,7466.859863
2018-07-20,1709,7354.129883
2018-07-23,1710,7711.109863
2018-07-24,1711,8424.269531
2018-07-25,1712,8181.390137
2018-07-26,1713,7951.580078
2018-07-27,1714,8165.009766
2018-07-30,1715,8180.47998
2018-07-31,1716,7780.439941
2018-08-01,1717,7624.910156
2018-08-02,1718,7567.149902
2018-08-03,1719,7434.390137
2018-08-06,1720,6951.799805
2018-08-07,1721,6753.120117
2018-08-08,1722,6305.799805
2018-08-09,1723,6568.22998
2018-08-10,1724,6184.709961
2018-08-13,1725,6297.569824
2018-08-14,1726,6199.709961
2018-08-15,1727,6308.52002
2018-08-16,1728,6334.72998
2018-08-17,1729,6580.629883
2018-08-20,1730,6308.529785
2018-08-21,1731,6488.759766
2018-08-22,1732,6376.709961
2018-08-23,1733,6534.879883
2018-08-24,1734,6719.959961
2018-08-27,1735,6884.640137
2018-08-28,1736,7096.279785
